# CaFe Systematics Cuts File
# 
# Header Definitions: 
# entry           : entry to identify each of the gaussian random-generated cuts below
# Q2_min,max      : 4-momentum transfer (MF,SRC) [GeV^2] 
# Em_min,max_mf   : Missing Energy (MF) [GeV] 
# Pm_min,max_mf   : Missing Momentum (MF) [GeV/c] 
# xbj_min,max     : x-bjorken (SRC) 
# thrq_min,max    : recoil nucleon angle relative to q-vector (SRC) [deg] 
# Pm_min,max_src  : Missing Momentum (SRC) [GeV/c] 
# hms/shms_coll   : HMS/SHMS collimator scale factor cut variation
# entry,Q2_min,Q2_max,Em_min_mf,Em_max_mf,Pm_min_mf,Pm_max_mf,xbj_min,xbj_max,thrq_min,thrq_max,Pm_min_src,Pm_max_src, hms_coll, shms_coll
440,1.818, 100.000, -0.020,0.085,0.000,0.278,1.210,100.000,0.000,38.925,0.388,0.754,0.915,1.052 
441,1.859, 100.000, -0.020,0.092,0.000,0.280,1.296,100.000,0.000,37.611,0.382,0.626,1.013,1.016 
442,1.834, 100.000, -0.020,0.090,0.000,0.272,1.200,100.000,0.000,40.801,0.367,0.659,0.959,1.026 
443,1.870, 100.000, -0.020,0.084,0.000,0.280,1.197,100.000,0.000,40.251,0.382,0.820,0.972,1.023 
444,1.825, 100.000, -0.020,0.089,0.000,0.285,1.189,100.000,0.000,40.954,0.370,0.638,1.055,1.027 
445,1.888, 100.000, -0.020,0.090,0.000,0.274,1.222,100.000,0.000,41.057,0.388,0.790,1.048,0.920 
446,1.811, 100.000, -0.020,0.088,0.000,0.273,1.322,100.000,0.000,43.230,0.365,0.661,1.054,1.055 
447,1.782, 100.000, -0.020,0.088,0.000,0.278,1.287,100.000,0.000,42.672,0.396,0.700,1.066,1.043 
448,1.726, 100.000, -0.020,0.087,0.000,0.275,1.152,100.000,0.000,40.333,0.394,0.723,1.066,1.060 
449,1.780, 100.000, -0.020,0.087,0.000,0.267,1.229,100.000,0.000,39.965,0.386,0.708,1.019,1.027 
450,1.796, 100.000, -0.020,0.092,0.000,0.266,1.236,100.000,0.000,37.967,0.376,0.679,0.999,1.008 
451,1.826, 100.000, -0.020,0.088,0.000,0.275,1.228,100.000,0.000,40.042,0.375,0.727,0.994,0.990 
452,1.755, 100.000, -0.020,0.096,0.000,0.267,1.163,100.000,0.000,39.941,0.375,0.650,1.010,0.980 
453,1.759, 100.000, -0.020,0.088,0.000,0.269,1.196,100.000,0.000,43.195,0.362,0.688,0.961,0.985 
454,1.701, 100.000, -0.020,0.089,0.000,0.276,1.192,100.000,0.000,40.623,0.372,0.691,0.976,1.008 
455,1.825, 100.000, -0.020,0.092,0.000,0.266,1.234,100.000,0.000,37.936,0.375,0.609,1.053,1.060 
456,1.682, 100.000, -0.020,0.092,0.000,0.278,1.205,100.000,0.000,39.519,0.337,0.763,0.972,1.023 
457,1.764, 100.000, -0.020,0.089,0.000,0.267,1.179,100.000,0.000,41.940,0.363,0.712,0.986,1.075 
458,1.759, 100.000, -0.020,0.090,0.000,0.276,1.150,100.000,0.000,39.482,0.376,0.730,1.109,0.974 
459,1.769, 100.000, -0.020,0.091,0.000,0.249,1.293,100.000,0.000,40.760,0.375,0.630,1.003,1.008 
460,1.783, 100.000, -0.020,0.092,0.000,0.263,1.220,100.000,0.000,39.358,0.373,0.637,0.936,0.935 
461,1.741, 100.000, -0.020,0.089,0.000,0.289,1.222,100.000,0.000,39.329,0.386,0.657,1.066,0.965 
462,1.922, 100.000, -0.020,0.094,0.000,0.260,1.166,100.000,0.000,37.194,0.349,0.613,1.007,0.994 
463,1.832, 100.000, -0.020,0.089,0.000,0.267,1.167,100.000,0.000,43.961,0.382,0.765,0.908,0.965 
464,1.833, 100.000, -0.020,0.086,0.000,0.263,1.137,100.000,0.000,38.409,0.373,0.665,1.011,0.976 
465,1.727, 100.000, -0.020,0.092,0.000,0.271,1.165,100.000,0.000,40.529,0.379,0.703,1.011,1.035 
466,1.848, 100.000, -0.020,0.088,0.000,0.249,1.204,100.000,0.000,42.154,0.387,0.751,1.062,0.953 
467,1.877, 100.000, -0.020,0.089,0.000,0.277,1.221,100.000,0.000,38.194,0.385,0.667,1.036,1.048 
468,1.749, 100.000, -0.020,0.093,0.000,0.266,1.219,100.000,0.000,39.363,0.354,0.739,0.985,1.010 
469,1.783, 100.000, -0.020,0.096,0.000,0.283,1.241,100.000,0.000,39.575,0.367,0.687,1.014,0.958 
470,1.755, 100.000, -0.020,0.093,0.000,0.276,1.273,100.000,0.000,42.017,0.377,0.680,1.022,0.972 
471,1.744, 100.000, -0.020,0.089,0.000,0.274,1.148,100.000,0.000,42.058,0.380,0.725,1.004,1.010 
472,1.759, 100.000, -0.020,0.086,0.000,0.272,1.201,100.000,0.000,39.283,0.375,0.722,1.035,1.015 
473,1.730, 100.000, -0.020,0.093,0.000,0.286,1.214,100.000,0.000,41.533,0.361,0.740,0.926,0.953 
474,1.768, 100.000, -0.020,0.087,0.000,0.269,1.126,100.000,0.000,40.193,0.375,0.762,0.983,1.037 
475,1.721, 100.000, -0.020,0.087,0.000,0.270,1.201,100.000,0.000,39.277,0.377,0.773,1.073,1.048 
476,1.854, 100.000, -0.020,0.093,0.000,0.266,1.167,100.000,0.000,39.724,0.376,0.726,0.916,0.953 
477,1.756, 100.000, -0.020,0.093,0.000,0.267,1.155,100.000,0.000,38.370,0.391,0.630,1.042,1.027 
478,1.740, 100.000, -0.020,0.089,0.000,0.284,1.219,100.000,0.000,39.570,0.369,0.653,1.002,1.011 
479,1.789, 100.000, -0.020,0.088,0.000,0.283,1.187,100.000,0.000,36.035,0.356,0.731,1.001,1.001 
480,1.847, 100.000, -0.020,0.087,0.000,0.288,1.178,100.000,0.000,42.168,0.362,0.642,1.038,1.004 
481,1.844, 100.000, -0.020,0.088,0.000,0.274,1.323,100.000,0.000,37.867,0.397,0.760,0.920,1.006 
482,1.774, 100.000, -0.020,0.090,0.000,0.279,1.206,100.000,0.000,37.873,0.369,0.749,0.988,1.034 
483,1.786, 100.000, -0.020,0.091,0.000,0.289,1.232,100.000,0.000,41.892,0.372,0.687,1.007,0.991 
484,1.822, 100.000, -0.020,0.092,0.000,0.281,1.229,100.000,0.000,43.855,0.355,0.742,0.969,0.986 
485,1.799, 100.000, -0.020,0.091,0.000,0.287,1.084,100.000,0.000,38.194,0.357,0.744,0.945,0.978 
486,1.800, 100.000, -0.020,0.088,0.000,0.254,1.180,100.000,0.000,39.917,0.389,0.738,0.927,0.949 
487,1.769, 100.000, -0.020,0.095,0.000,0.266,1.206,100.000,0.000,39.213,0.384,0.723,1.081,0.997 
488,1.760, 100.000, -0.020,0.089,0.000,0.263,1.294,100.000,0.000,36.158,0.364,0.756,1.013,1.003 
489,1.780, 100.000, -0.020,0.093,0.000,0.267,1.265,100.000,0.000,40.578,0.368,0.785,0.947,1.000 
490,1.765, 100.000, -0.020,0.092,0.000,0.266,1.179,100.000,0.000,38.704,0.399,0.718,0.932,0.985 
491,1.815, 100.000, -0.020,0.088,0.000,0.278,1.287,100.000,0.000,39.357,0.357,0.734,0.965,1.045 
492,1.857, 100.000, -0.020,0.088,0.000,0.273,1.148,100.000,0.000,40.159,0.355,0.624,1.061,1.009 
493,1.870, 100.000, -0.020,0.093,0.000,0.271,1.270,100.000,0.000,43.018,0.383,0.726,1.027,1.001 
494,1.838, 100.000, -0.020,0.093,0.000,0.263,1.198,100.000,0.000,40.998,0.384,0.712,0.981,1.079 
495,1.849, 100.000, -0.020,0.091,0.000,0.261,1.144,100.000,0.000,41.271,0.384,0.624,0.934,0.974 
496,1.865, 100.000, -0.020,0.085,0.000,0.274,1.276,100.000,0.000,39.667,0.375,0.719,1.127,0.963 
497,1.775, 100.000, -0.020,0.088,0.000,0.253,1.277,100.000,0.000,37.727,0.353,0.766,1.010,1.008 
498,1.712, 100.000, -0.020,0.092,0.000,0.266,1.188,100.000,0.000,41.748,0.376,0.713,1.020,0.954 
499,1.803, 100.000, -0.020,0.090,0.000,0.270,1.227,100.000,0.000,39.860,0.373,0.713,1.086,1.007 
500,1.738, 100.000, -0.020,0.090,0.000,0.265,1.134,100.000,0.000,41.673,0.384,0.700,0.971,0.983 
501,1.838, 100.000, -0.020,0.086,0.000,0.267,1.164,100.000,0.000,39.426,0.386,0.643,0.952,0.993 
502,1.790, 100.000, -0.020,0.090,0.000,0.267,1.215,100.000,0.000,39.704,0.365,0.630,1.023,1.016 
503,1.712, 100.000, -0.020,0.089,0.000,0.283,1.246,100.000,0.000,42.415,0.366,0.640,0.977,0.994 
504,1.833, 100.000, -0.020,0.092,0.000,0.246,1.128,100.000,0.000,40.503,0.379,0.583,0.941,1.011 
505,1.805, 100.000, -0.020,0.093,0.000,0.265,1.174,100.000,0.000,40.581,0.358,0.710,1.070,1.069 
506,1.793, 100.000, -0.020,0.092,0.000,0.264,1.213,100.000,0.000,40.506,0.374,0.776,0.959,0.998 
507,1.815, 100.000, -0.020,0.086,0.000,0.262,1.202,100.000,0.000,39.946,0.367,0.827,1.006,1.065 
508,1.765, 100.000, -0.020,0.091,0.000,0.268,1.195,100.000,0.000,39.562,0.371,0.609,1.063,0.976 
509,1.837, 100.000, -0.020,0.092,0.000,0.281,1.152,100.000,0.000,42.682,0.383,0.684,1.037,1.155 
510,1.757, 100.000, -0.020,0.091,0.000,0.252,1.205,100.000,0.000,39.170,0.364,0.727,0.980,1.000 
511,1.787, 100.000, -0.020,0.089,0.000,0.262,1.232,100.000,0.000,45.033,0.370,0.750,0.995,1.005 
512,1.772, 100.000, -0.020,0.089,0.000,0.266,1.240,100.000,0.000,42.570,0.376,0.742,0.987,1.024 
513,1.791, 100.000, -0.020,0.093,0.000,0.279,1.222,100.000,0.000,41.053,0.375,0.667,1.031,0.982 
514,1.855, 100.000, -0.020,0.088,0.000,0.268,1.246,100.000,0.000,39.803,0.369,0.759,1.024,1.039 
515,1.796, 100.000, -0.020,0.092,0.000,0.276,1.181,100.000,0.000,41.545,0.381,0.747,0.933,0.996 
516,1.834, 100.000, -0.020,0.087,0.000,0.284,1.174,100.000,0.000,40.603,0.384,0.688,1.004,0.991 
517,1.680, 100.000, -0.020,0.088,0.000,0.286,1.215,100.000,0.000,38.717,0.373,0.678,1.004,1.043 
518,1.874, 100.000, -0.020,0.088,0.000,0.279,1.163,100.000,0.000,37.689,0.379,0.668,1.002,0.982 
519,1.740, 100.000, -0.020,0.091,0.000,0.276,1.122,100.000,0.000,43.198,0.362,0.736,0.994,1.028 
520,1.712, 100.000, -0.020,0.089,0.000,0.264,1.193,100.000,0.000,39.046,0.380,0.626,0.974,1.025 
521,1.775, 100.000, -0.020,0.087,0.000,0.276,1.199,100.000,0.000,40.774,0.382,0.708,0.986,0.972 
522,1.729, 100.000, -0.020,0.089,0.000,0.285,1.160,100.000,0.000,37.894,0.365,0.723,1.027,0.963 
523,1.804, 100.000, -0.020,0.092,0.000,0.273,1.247,100.000,0.000,42.152,0.383,0.765,0.952,0.997 
524,1.700, 100.000, -0.020,0.094,0.000,0.269,1.235,100.000,0.000,41.730,0.383,0.622,0.971,0.919 
525,1.776, 100.000, -0.020,0.087,0.000,0.265,1.365,100.000,0.000,40.720,0.351,0.790,0.963,1.042 
526,1.764, 100.000, -0.020,0.090,0.000,0.276,1.210,100.000,0.000,42.616,0.357,0.723,0.948,0.969 
527,1.847, 100.000, -0.020,0.089,0.000,0.276,1.140,100.000,0.000,43.599,0.380,0.732,0.996,0.984 
528,1.786, 100.000, -0.020,0.092,0.000,0.258,1.260,100.000,0.000,40.897,0.388,0.714,1.033,0.992 
529,1.800, 100.000, -0.020,0.089,0.000,0.266,1.210,100.000,0.000,41.228,0.390,0.791,0.924,0.984 
530,1.732, 100.000, -0.020,0.088,0.000,0.255,1.131,100.000,0.000,40.947,0.390,0.726,1.052,0.969 
531,1.868, 100.000, -0.020,0.084,0.000,0.262,1.189,100.000,0.000,41.594,0.398,0.702,0.988,0.964 
532,1.770, 100.000, -0.020,0.093,0.000,0.260,1.108,100.000,0.000,40.867,0.394,0.717,0.993,1.073 
533,1.842, 100.000, -0.020,0.090,0.000,0.282,1.167,100.000,0.000,39.565,0.370,0.701,0.990,0.940 
534,1.720, 100.000, -0.020,0.089,0.000,0.273,1.192,100.000,0.000,38.324,0.358,0.705,1.038,1.059 
535,1.840, 100.000, -0.020,0.089,0.000,0.268,1.144,100.000,0.000,38.380,0.370,0.733,1.013,0.980 
536,1.745, 100.000, -0.020,0.086,0.000,0.278,1.205,100.000,0.000,38.034,0.390,0.708,1.044,1.010 
537,1.735, 100.000, -0.020,0.094,0.000,0.281,1.211,100.000,0.000,39.925,0.385,0.628,1.045,0.982 
538,1.813, 100.000, -0.020,0.088,0.000,0.277,1.210,100.000,0.000,36.877,0.359,0.695,0.976,0.994 
539,1.792, 100.000, -0.020,0.090,0.000,0.263,1.155,100.000,0.000,39.929,0.364,0.622,1.065,1.023 
540,1.860, 100.000, -0.020,0.090,0.000,0.262,1.217,100.000,0.000,45.461,0.378,0.706,1.080,0.984 
541,1.760, 100.000, -0.020,0.086,0.000,0.268,1.166,100.000,0.000,36.719,0.376,0.747,0.950,0.986 
542,1.834, 100.000, -0.020,0.088,0.000,0.283,1.157,100.000,0.000,40.387,0.386,0.658,1.045,0.977 
543,1.782, 100.000, -0.020,0.086,0.000,0.272,1.191,100.000,0.000,41.771,0.377,0.699,0.922,1.013 
544,1.804, 100.000, -0.020,0.089,0.000,0.262,1.057,100.000,0.000,39.357,0.384,0.749,0.989,1.002 
545,1.790, 100.000, -0.020,0.093,0.000,0.272,1.184,100.000,0.000,43.599,0.381,0.761,1.004,1.004 
546,1.828, 100.000, -0.020,0.083,0.000,0.269,1.096,100.000,0.000,42.153,0.351,0.640,0.979,0.924 
547,1.798, 100.000, -0.020,0.089,0.000,0.263,1.185,100.000,0.000,39.205,0.374,0.666,1.047,0.957 
548,1.760, 100.000, -0.020,0.088,0.000,0.274,1.198,100.000,0.000,40.526,0.368,0.719,0.984,1.014 
549,1.718, 100.000, -0.020,0.094,0.000,0.258,1.154,100.000,0.000,36.414,0.359,0.747,1.003,0.993 
550,1.866, 100.000, -0.020,0.084,0.000,0.276,1.167,100.000,0.000,38.068,0.374,0.712,0.987,0.992 
551,1.895, 100.000, -0.020,0.091,0.000,0.264,1.251,100.000,0.000,35.842,0.380,0.818,1.035,1.033 
552,1.838, 100.000, -0.020,0.091,0.000,0.268,1.259,100.000,0.000,41.118,0.389,0.707,0.962,1.021 
553,1.862, 100.000, -0.020,0.091,0.000,0.275,1.233,100.000,0.000,40.931,0.385,0.623,0.958,1.001 
554,1.843, 100.000, -0.020,0.084,0.000,0.269,1.276,100.000,0.000,42.117,0.369,0.759,0.974,1.022 
555,1.790, 100.000, -0.020,0.090,0.000,0.270,1.168,100.000,0.000,40.510,0.358,0.798,0.982,1.058 
556,1.785, 100.000, -0.020,0.092,0.000,0.275,1.327,100.000,0.000,38.577,0.390,0.723,1.019,0.973 
557,1.797, 100.000, -0.020,0.086,0.000,0.269,1.175,100.000,0.000,39.425,0.395,0.792,0.956,0.984 
558,1.740, 100.000, -0.020,0.087,0.000,0.270,1.249,100.000,0.000,40.633,0.384,0.817,1.021,1.008 
559,1.781, 100.000, -0.020,0.091,0.000,0.287,1.194,100.000,0.000,42.497,0.366,0.670,1.029,1.028 
560,1.854, 100.000, -0.020,0.093,0.000,0.265,1.173,100.000,0.000,40.309,0.371,0.698,1.011,0.924 
561,1.762, 100.000, -0.020,0.089,0.000,0.275,1.290,100.000,0.000,40.951,0.384,0.669,0.975,1.053 
562,1.750, 100.000, -0.020,0.087,0.000,0.259,1.222,100.000,0.000,40.262,0.366,0.750,0.962,1.032 
563,1.804, 100.000, -0.020,0.091,0.000,0.284,1.098,100.000,0.000,40.852,0.380,0.780,1.060,0.972 
564,1.845, 100.000, -0.020,0.085,0.000,0.257,1.230,100.000,0.000,38.192,0.389,0.675,0.878,0.963 
565,1.748, 100.000, -0.020,0.092,0.000,0.259,1.210,100.000,0.000,39.952,0.371,0.698,1.016,1.058 
566,1.759, 100.000, -0.020,0.087,0.000,0.276,1.159,100.000,0.000,41.001,0.371,0.778,0.963,0.965 
567,1.827, 100.000, -0.020,0.088,0.000,0.266,1.173,100.000,0.000,39.761,0.368,0.722,1.083,1.034 
568,1.781, 100.000, -0.020,0.092,0.000,0.278,1.276,100.000,0.000,38.792,0.371,0.682,1.013,0.968 
569,1.764, 100.000, -0.020,0.088,0.000,0.280,1.129,100.000,0.000,39.669,0.373,0.725,0.952,0.957 
570,1.717, 100.000, -0.020,0.088,0.000,0.276,1.191,100.000,0.000,40.868,0.372,0.678,1.025,1.006 
571,1.774, 100.000, -0.020,0.090,0.000,0.296,1.164,100.000,0.000,41.342,0.349,0.691,1.004,0.958 
572,1.793, 100.000, -0.020,0.095,0.000,0.270,1.220,100.000,0.000,42.260,0.363,0.597,0.946,0.998 
573,1.782, 100.000, -0.020,0.092,0.000,0.279,1.204,100.000,0.000,40.144,0.390,0.650,0.951,0.976 
574,1.898, 100.000, -0.020,0.089,0.000,0.270,1.285,100.000,0.000,42.357,0.387,0.682,1.017,1.023 
575,1.745, 100.000, -0.020,0.086,0.000,0.280,1.310,100.000,0.000,42.525,0.368,0.660,0.934,0.939 
576,1.779, 100.000, -0.020,0.091,0.000,0.273,1.225,100.000,0.000,43.998,0.367,0.683,0.969,0.984 
577,1.798, 100.000, -0.020,0.094,0.000,0.286,1.128,100.000,0.000,37.649,0.364,0.646,1.035,0.970 
578,1.731, 100.000, -0.020,0.093,0.000,0.270,1.106,100.000,0.000,39.258,0.389,0.804,0.986,1.015 
579,1.760, 100.000, -0.020,0.091,0.000,0.260,1.179,100.000,0.000,37.649,0.371,0.701,1.008,1.065 
580,1.789, 100.000, -0.020,0.088,0.000,0.262,1.169,100.000,0.000,34.675,0.399,0.813,1.002,1.002 
581,1.761, 100.000, -0.020,0.087,0.000,0.283,1.228,100.000,0.000,43.253,0.376,0.723,0.959,1.006 
582,1.778, 100.000, -0.020,0.093,0.000,0.292,1.152,100.000,0.000,35.406,0.390,0.723,1.032,0.982 
583,1.820, 100.000, -0.020,0.089,0.000,0.261,1.245,100.000,0.000,40.248,0.367,0.755,0.940,1.024 
584,1.787, 100.000, -0.020,0.089,0.000,0.266,1.233,100.000,0.000,41.319,0.376,0.673,1.043,1.027 
585,1.752, 100.000, -0.020,0.093,0.000,0.266,1.133,100.000,0.000,42.312,0.367,0.681,0.919,1.009 
586,1.874, 100.000, -0.020,0.084,0.000,0.282,1.159,100.000,0.000,41.282,0.388,0.637,0.978,0.927 
587,1.809, 100.000, -0.020,0.087,0.000,0.287,1.280,100.000,0.000,43.429,0.377,0.725,1.023,0.984 
588,1.803, 100.000, -0.020,0.085,0.000,0.283,1.151,100.000,0.000,41.353,0.386,0.621,0.909,1.025 
589,1.870, 100.000, -0.020,0.091,0.000,0.274,1.196,100.000,0.000,39.742,0.379,0.674,1.009,0.976 
590,1.725, 100.000, -0.020,0.089,0.000,0.270,1.283,100.000,0.000,41.287,0.366,0.690,1.001,1.016 
591,1.801, 100.000, -0.020,0.089,0.000,0.283,1.170,100.000,0.000,44.435,0.372,0.700,1.045,0.994 
592,1.768, 100.000, -0.020,0.090,0.000,0.271,1.247,100.000,0.000,41.789,0.384,0.721,1.000,1.043 
593,1.748, 100.000, -0.020,0.087,0.000,0.272,1.195,100.000,0.000,40.647,0.366,0.709,0.959,1.040 
594,1.826, 100.000, -0.020,0.091,0.000,0.266,1.192,100.000,0.000,42.020,0.389,0.654,0.984,0.977 
595,1.781, 100.000, -0.020,0.083,0.000,0.264,1.074,100.000,0.000,42.150,0.394,0.631,1.055,1.025 
596,1.834, 100.000, -0.020,0.092,0.000,0.294,1.162,100.000,0.000,42.048,0.370,0.683,0.983,1.043 
597,1.822, 100.000, -0.020,0.091,0.000,0.278,1.329,100.000,0.000,43.119,0.360,0.716,1.005,1.062 
598,1.797, 100.000, -0.020,0.089,0.000,0.274,1.137,100.000,0.000,40.035,0.383,0.708,1.024,1.084 
599,1.827, 100.000, -0.020,0.090,0.000,0.277,1.260,100.000,0.000,43.060,0.384,0.689,1.000,1.029 
600,1.845, 100.000, -0.020,0.087,0.000,0.269,1.204,100.000,0.000,39.301,0.383,0.742,0.942,1.002 
601,1.777, 100.000, -0.020,0.088,0.000,0.280,1.154,100.000,0.000,40.406,0.387,0.656,1.037,0.983 
602,1.852, 100.000, -0.020,0.087,0.000,0.275,1.170,100.000,0.000,39.748,0.374,0.714,1.005,0.981 
603,1.843, 100.000, -0.020,0.091,0.000,0.273,1.156,100.000,0.000,35.040,0.367,0.736,0.999,1.029 
604,1.855, 100.000, -0.020,0.092,0.000,0.272,1.130,100.000,0.000,38.864,0.372,0.654,1.055,1.054 
605,1.785, 100.000, -0.020,0.090,0.000,0.261,1.173,100.000,0.000,43.172,0.396,0.705,0.980,0.973 
606,1.797, 100.000, -0.020,0.091,0.000,0.270,1.159,100.000,0.000,38.985,0.377,0.640,0.990,1.017 
607,1.793, 100.000, -0.020,0.088,0.000,0.273,1.229,100.000,0.000,40.005,0.367,0.696,1.074,0.988 
608,1.770, 100.000, -0.020,0.093,0.000,0.246,1.124,100.000,0.000,39.823,0.383,0.686,1.049,0.918 
609,1.826, 100.000, -0.020,0.091,0.000,0.270,1.234,100.000,0.000,37.644,0.367,0.686,0.943,0.999 
610,1.778, 100.000, -0.020,0.090,0.000,0.263,1.258,100.000,0.000,42.674,0.378,0.665,0.945,1.016 
611,1.850, 100.000, -0.020,0.089,0.000,0.279,1.210,100.000,0.000,38.602,0.389,0.724,0.972,1.043 
612,1.742, 100.000, -0.020,0.090,0.000,0.259,1.306,100.000,0.000,36.378,0.374,0.658,1.018,1.003 
613,1.762, 100.000, -0.020,0.093,0.000,0.274,1.139,100.000,0.000,38.397,0.370,0.681,1.009,0.971 
614,1.690, 100.000, -0.020,0.089,0.000,0.275,1.149,100.000,0.000,38.759,0.377,0.717,1.013,0.938 
615,1.752, 100.000, -0.020,0.089,0.000,0.265,1.162,100.000,0.000,39.562,0.366,0.649,1.032,0.996 
616,1.834, 100.000, -0.020,0.090,0.000,0.274,1.227,100.000,0.000,40.154,0.366,0.767,0.966,1.050 
617,1.765, 100.000, -0.020,0.092,0.000,0.267,1.195,100.000,0.000,40.770,0.371,0.692,1.011,0.962 
618,1.827, 100.000, -0.020,0.092,0.000,0.258,1.252,100.000,0.000,39.321,0.388,0.691,0.993,0.987 
619,1.825, 100.000, -0.020,0.087,0.000,0.269,1.178,100.000,0.000,41.097,0.378,0.705,0.996,0.980 
620,1.845, 100.000, -0.020,0.088,0.000,0.289,1.164,100.000,0.000,38.939,0.378,0.678,0.917,1.005 
621,1.765, 100.000, -0.020,0.097,0.000,0.263,1.203,100.000,0.000,39.838,0.379,0.732,0.969,0.964 
622,1.814, 100.000, -0.020,0.090,0.000,0.291,1.134,100.000,0.000,40.636,0.373,0.657,0.949,0.999 
623,1.790, 100.000, -0.020,0.090,0.000,0.262,1.165,100.000,0.000,38.191,0.374,0.656,1.053,1.057 
624,1.744, 100.000, -0.020,0.090,0.000,0.265,1.258,100.000,0.000,38.766,0.363,0.709,0.981,0.952 
625,1.730, 100.000, -0.020,0.092,0.000,0.269,1.202,100.000,0.000,38.244,0.362,0.742,1.026,1.033 
626,1.801, 100.000, -0.020,0.092,0.000,0.261,1.223,100.000,0.000,40.930,0.390,0.778,1.019,0.920 
627,1.800, 100.000, -0.020,0.092,0.000,0.276,1.186,100.000,0.000,42.305,0.361,0.695,0.961,0.987 
628,1.783, 100.000, -0.020,0.089,0.000,0.269,1.218,100.000,0.000,41.097,0.380,0.729,0.988,1.015 
629,1.883, 100.000, -0.020,0.092,0.000,0.280,1.194,100.000,0.000,41.378,0.372,0.707,1.039,0.989 
630,1.778, 100.000, -0.020,0.088,0.000,0.261,1.066,100.000,0.000,37.146,0.368,0.658,0.970,1.006 
631,1.735, 100.000, -0.020,0.091,0.000,0.254,1.163,100.000,0.000,39.588,0.372,0.780,0.959,1.012 
632,1.794, 100.000, -0.020,0.089,0.000,0.287,1.231,100.000,0.000,39.661,0.377,0.695,0.982,1.001 
633,1.853, 100.000, -0.020,0.088,0.000,0.277,1.214,100.000,0.000,39.768,0.375,0.709,0.978,0.994 
634,1.827, 100.000, -0.020,0.092,0.000,0.244,1.189,100.000,0.000,40.628,0.371,0.741,0.998,1.015 
635,1.792, 100.000, -0.020,0.091,0.000,0.258,1.187,100.000,0.000,39.106,0.369,0.746,1.052,0.985 
636,1.832, 100.000, -0.020,0.087,0.000,0.267,1.055,100.000,0.000,39.567,0.363,0.625,0.999,1.035 
637,1.874, 100.000, -0.020,0.090,0.000,0.251,1.171,100.000,0.000,39.603,0.379,0.635,0.993,1.049 
638,1.907, 100.000, -0.020,0.093,0.000,0.270,1.098,100.000,0.000,37.933,0.365,0.752,1.041,0.982 
639,1.809, 100.000, -0.020,0.092,0.000,0.286,1.216,100.000,0.000,38.815,0.378,0.722,1.000,0.930 
640,1.707, 100.000, -0.020,0.095,0.000,0.257,1.172,100.000,0.000,40.877,0.389,0.659,0.978,1.030 
641,1.777, 100.000, -0.020,0.087,0.000,0.276,1.165,100.000,0.000,40.776,0.364,0.752,1.038,0.939 
642,1.829, 100.000, -0.020,0.087,0.000,0.285,1.230,100.000,0.000,39.676,0.374,0.732,0.948,0.961 
643,1.867, 100.000, -0.020,0.091,0.000,0.273,1.291,100.000,0.000,36.954,0.380,0.587,0.945,0.965 
644,1.735, 100.000, -0.020,0.089,0.000,0.280,1.068,100.000,0.000,39.269,0.358,0.645,0.927,0.946 
645,1.765, 100.000, -0.020,0.090,0.000,0.268,1.232,100.000,0.000,36.764,0.374,0.675,1.103,1.050 
646,1.814, 100.000, -0.020,0.092,0.000,0.254,1.186,100.000,0.000,39.783,0.370,0.694,0.972,1.013 
647,1.851, 100.000, -0.020,0.091,0.000,0.248,1.278,100.000,0.000,38.678,0.377,0.732,1.010,0.955 
648,1.716, 100.000, -0.020,0.091,0.000,0.272,1.286,100.000,0.000,42.774,0.350,0.675,1.025,0.973 
649,1.814, 100.000, -0.020,0.089,0.000,0.274,1.272,100.000,0.000,38.001,0.375,0.680,0.947,1.041 
650,1.761, 100.000, -0.020,0.094,0.000,0.263,1.195,100.000,0.000,40.421,0.372,0.713,0.936,1.025 
651,1.757, 100.000, -0.020,0.091,0.000,0.294,1.148,100.000,0.000,39.089,0.369,0.678,0.960,0.985 
652,1.904, 100.000, -0.020,0.089,0.000,0.285,1.213,100.000,0.000,40.346,0.364,0.708,0.991,0.997 
653,1.886, 100.000, -0.020,0.091,0.000,0.280,1.172,100.000,0.000,40.937,0.368,0.653,0.993,1.038 
654,1.844, 100.000, -0.020,0.090,0.000,0.271,1.095,100.000,0.000,41.336,0.381,0.838,0.981,0.993 
655,1.774, 100.000, -0.020,0.088,0.000,0.260,1.265,100.000,0.000,39.933,0.379,0.788,0.965,1.027 
656,1.868, 100.000, -0.020,0.091,0.000,0.280,1.098,100.000,0.000,42.025,0.366,0.746,1.039,1.056 
657,1.838, 100.000, -0.020,0.088,0.000,0.273,1.244,100.000,0.000,38.902,0.375,0.700,0.989,0.969 
658,1.765, 100.000, -0.020,0.090,0.000,0.262,1.183,100.000,0.000,41.696,0.369,0.744,0.975,0.990 
659,1.853, 100.000, -0.020,0.093,0.000,0.248,1.231,100.000,0.000,41.756,0.382,0.757,0.933,0.953 
660,1.791, 100.000, -0.020,0.091,0.000,0.277,1.159,100.000,0.000,41.193,0.385,0.758,0.958,1.040 
661,1.811, 100.000, -0.020,0.084,0.000,0.256,1.152,100.000,0.000,41.869,0.382,0.729,0.907,0.971 
662,1.859, 100.000, -0.020,0.090,0.000,0.269,1.232,100.000,0.000,39.763,0.360,0.728,1.016,0.996 
